Title,Price,Image URL,Product URL,Description,SKU,Stock
Maractus,£31.00,https://scrapeme.live/wp-content/uploads/2018/08/556-350x350.png,https://scrapeme.live/shop/Maractus/,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.",8956,120 in stock
Dwebble,£75.00,https://scrapeme.live/wp-content/uploads/2018/08/557-350x350.png,https://scrapeme.live/shop/Dwebble/,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.",2996,47 in stock
Crustle,£105.00,https://scrapeme.live/wp-content/uploads/2018/08/558-350x350.png,https://scrapeme.live/shop/Crustle/,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",5980,293 in stock
Scraggy,£112.00,https://scrapeme.live/wp-content/uploads/2018/08/559-350x350.png,https://scrapeme.live/shop/Scraggy/,"Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too.",6618,95 in stock
Scrafty,£137.00,https://scrapeme.live/wp-content/uploads/2018/08/560-350x350.png,https://scrapeme.live/shop/Scrafty/,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.,2230,152 in stock
Sigilyph,£68.00,https://scrapeme.live/wp-content/uploads/2018/08/561-350x350.png,https://scrapeme.live/shop/Sigilyph/,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders.",3922,181 in stock
Yamask,£171.00,https://scrapeme.live/wp-content/uploads/2018/08/562-350x350.png,https://scrapeme.live/shop/Yamask/,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,4675,168 in stock
Cofagrigus,£160.00,https://scrapeme.live/wp-content/uploads/2018/08/563-350x350.png,https://scrapeme.live/shop/Cofagrigus/,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.,3040,195 in stock
Tirtouga,£60.00,https://scrapeme.live/wp-content/uploads/2018/08/564-350x350.png,https://scrapeme.live/shop/Tirtouga/,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",2653,98 in stock
Carracosta,£158.00,https://scrapeme.live/wp-content/uploads/2018/08/565-350x350.png,https://scrapeme.live/shop/Carracosta/,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all.",9806,11 in stock
Archen,£140.00,https://scrapeme.live/wp-content/uploads/2018/08/566-350x350.png,https://scrapeme.live/shop/Archen/,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",4705,267 in stock
Archeops,£126.00,https://scrapeme.live/wp-content/uploads/2018/08/567-350x350.png,https://scrapeme.live/shop/Archeops/,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.,1822,181 in stock
Trubbish,£169.00,https://scrapeme.live/wp-content/uploads/2018/08/568-350x350.png,https://scrapeme.live/shop/Trubbish/,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,3015,229 in stock
Garbodor,£178.00,https://scrapeme.live/wp-content/uploads/2018/08/569-350x350.png,https://scrapeme.live/shop/Garbodor/,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,6031,73 in stock
Zorua,£81.00,https://scrapeme.live/wp-content/uploads/2018/08/570-350x350.png,https://scrapeme.live/shop/Zorua/,"To protect themselves from danger, they hide their true identities by transforming into people and Pokémon.",6103,245 in stock
Minccino,£79.00,https://scrapeme.live/wp-content/uploads/2018/08/572-350x350.png,https://scrapeme.live/shop/Minccino/,"These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms.",9722,213 in stock
Cinccino,£154.00,https://scrapeme.live/wp-content/uploads/2018/08/573-350x350.png,https://scrapeme.live/shop/Cinccino/,"Cinccino’s body is coated in a special oil that helps it deflect attacks, such as punches.",3396,159 in stock
Gothita,£68.00,https://scrapeme.live/wp-content/uploads/2018/08/574-350x350.png,https://scrapeme.live/shop/Gothita/,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see.",7024,185 in stock
Gothorita,£189.00,https://scrapeme.live/wp-content/uploads/2018/08/575-350x350.png,https://scrapeme.live/shop/Gothorita/,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.",5260,148 in stock
Gothitelle,£164.00,https://scrapeme.live/wp-content/uploads/2018/08/576-350x350.png,https://scrapeme.live/shop/Gothitelle/,They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans.,1473,52 in stock
Solosis,£134.00,https://scrapeme.live/wp-content/uploads/2018/08/577-350x350.png,https://scrapeme.live/shop/Solosis/,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,7460,226 in stock
Duosion,£71.00,https://scrapeme.live/wp-content/uploads/2018/08/578-350x350.png,https://scrapeme.live/shop/Duosion/,"When their two divided brains think the same thoughts, their psychic power is maximized.",2453,183 in stock
Reuniclus,£168.00,https://scrapeme.live/wp-content/uploads/2018/08/579-350x350.png,https://scrapeme.live/shop/Reuniclus/,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",1792,193 in stock
Ducklett,£159.00,https://scrapeme.live/wp-content/uploads/2018/08/580-350x350.png,https://scrapeme.live/shop/Ducklett/,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.",4228,275 in stock
Swanna,£36.00,https://scrapeme.live/wp-content/uploads/2018/08/581-350x350.png,https://scrapeme.live/shop/Swanna/,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,5069,238 in stock
Vanillite,£108.00,https://scrapeme.live/wp-content/uploads/2018/08/582-350x350.png,https://scrapeme.live/shop/Vanillite/,This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.,1774,284 in stock
Vanillish,£93.00,https://scrapeme.live/wp-content/uploads/2018/08/583-350x350.png,https://scrapeme.live/shop/Vanillish/,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",5776,218 in stock
Vanilluxe,£89.00,https://scrapeme.live/wp-content/uploads/2018/08/584-350x350.png,https://scrapeme.live/shop/Vanilluxe/,"Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards.",2362,30 in stock
Deerling,£141.00,https://scrapeme.live/wp-content/uploads/2018/08/585-350x350.png,https://scrapeme.live/shop/Deerling/,The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.,5837,159 in stock
Sawsbuck,£76.00,https://scrapeme.live/wp-content/uploads/2018/08/586-350x350.png,https://scrapeme.live/shop/Sawsbuck/,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.",6782,299 in stock
Karrablast,£41.00,https://scrapeme.live/wp-content/uploads/2018/08/588-350x350.png,https://scrapeme.live/shop/Karrablast/,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,9391,296 in stock
Escavalier,£189.00,https://scrapeme.live/wp-content/uploads/2018/08/589-350x350.png,https://scrapeme.live/shop/Escavalier/,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,1906,281 in stock
Foongus,£129.00,https://scrapeme.live/wp-content/uploads/2018/08/590-350x350.png,https://scrapeme.live/shop/Foongus/,"It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.",7154,225 in stock
Frillish,£63.00,https://scrapeme.live/wp-content/uploads/2018/08/592-350x350.png,https://scrapeme.live/shop/Frillish/,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.",5310,32 in stock
Jellicent,£114.00,https://scrapeme.live/wp-content/uploads/2018/08/593-350x350.png,https://scrapeme.live/shop/Jellicent/,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",2412,216 in stock
Alomomola,£35.00,https://scrapeme.live/wp-content/uploads/2018/08/594-350x350.png,https://scrapeme.live/shop/Alomomola/,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.,8864,296 in stock
Joltik,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/595-350x350.png,https://scrapeme.live/shop/Joltik/,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.",4385,137 in stock
Galvantula,£57.00,https://scrapeme.live/wp-content/uploads/2018/08/596-350x350.png,https://scrapeme.live/shop/Galvantula/,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",4595,61 in stock
Ferroseed,£81.00,https://scrapeme.live/wp-content/uploads/2018/08/597-350x350.png,https://scrapeme.live/shop/Ferroseed/,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,5368,149 in stock
Ferrothorn,£182.00,https://scrapeme.live/wp-content/uploads/2018/08/598-350x350.png,https://scrapeme.live/shop/Ferrothorn/,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.",5533,74 in stock
Klink,£75.00,https://scrapeme.live/wp-content/uploads/2018/08/599-350x350.png,https://scrapeme.live/shop/Klink/,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,5294,84 in stock
Klang,£162.00,https://scrapeme.live/wp-content/uploads/2018/08/600-350x350.png,https://scrapeme.live/shop/Klang/,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die.",9991,114 in stock
Klinklang,£178.00,https://scrapeme.live/wp-content/uploads/2018/08/601-350x350.png,https://scrapeme.live/shop/Klinklang/,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,9489,87 in stock
Tynamo,£82.00,https://scrapeme.live/wp-content/uploads/2018/08/602-350x350.png,https://scrapeme.live/shop/Tynamo/,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.",7438,46 in stock
Eelektrik,£198.00,https://scrapeme.live/wp-content/uploads/2018/08/603-350x350.png,https://scrapeme.live/shop/Eelektrik/,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.",5128,150 in stock
Eelektross,£123.00,https://scrapeme.live/wp-content/uploads/2018/08/604-350x350.png,https://scrapeme.live/shop/Eelektross/,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,2066,111 in stock
Elgyem,£107.00,https://scrapeme.live/wp-content/uploads/2018/08/605-350x350.png,https://scrapeme.live/shop/Elgyem/,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,3449,111 in stock
Beheeyem,£34.00,https://scrapeme.live/wp-content/uploads/2018/08/606-350x350.png,https://scrapeme.live/shop/Beheeyem/,It uses psychic power to control an opponent’s brain and tamper with its memories.,7367,68 in stock
Litwick,£37.00,https://scrapeme.live/wp-content/uploads/2018/08/607-350x350.png,https://scrapeme.live/shop/Litwick/,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",7933,76 in stock
Lampent,£157.00,https://scrapeme.live/wp-content/uploads/2018/08/608-350x350.png,https://scrapeme.live/shop/Lampent/,It arrives near the moment of death and steals spirit from the body.,6418,48 in stock
Axew,£123.00,https://scrapeme.live/wp-content/uploads/2018/08/610-350x350.png,https://scrapeme.live/shop/Axew/,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.",9236,142 in stock
Fraxure,£64.00,https://scrapeme.live/wp-content/uploads/2018/08/611-350x350.png,https://scrapeme.live/shop/Fraxure/,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.",8993,234 in stock
Haxorus,£135.00,https://scrapeme.live/wp-content/uploads/2018/08/612-350x350.png,https://scrapeme.live/shop/Haxorus/,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,3951,239 in stock
Cubchoo,£62.00,https://scrapeme.live/wp-content/uploads/2018/08/613-350x350.png,https://scrapeme.live/shop/Cubchoo/,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.",3643,45 in stock
Beartic,£28.00,https://scrapeme.live/wp-content/uploads/2018/08/614-350x350.png,https://scrapeme.live/shop/Beartic/,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,1322,272 in stock
Cryogonal,£72.00,https://scrapeme.live/wp-content/uploads/2018/08/615-350x350.png,https://scrapeme.live/shop/Cryogonal/,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.",5993,203 in stock
Shelmet,£190.00,https://scrapeme.live/wp-content/uploads/2018/08/616-350x350.png,https://scrapeme.live/shop/Shelmet/,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,8708,131 in stock
Accelgor,£129.00,https://scrapeme.live/wp-content/uploads/2018/08/617-350x350.png,https://scrapeme.live/shop/Accelgor/,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",7958,124 in stock
Stunfisk,£67.00,https://scrapeme.live/wp-content/uploads/2018/08/618-350x350.png,https://scrapeme.live/shop/Stunfisk/,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.",2448,288 in stock
Mienfoo,£197.00,https://scrapeme.live/wp-content/uploads/2018/08/619-350x350.png,https://scrapeme.live/shop/Mienfoo/,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",2424,82 in stock
Mienshao,£50.00,https://scrapeme.live/wp-content/uploads/2018/08/620-350x350.png,https://scrapeme.live/shop/Mienshao/,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.",8121,253 in stock
Druddigon,£110.00,https://scrapeme.live/wp-content/uploads/2018/08/621-350x350.png,https://scrapeme.live/shop/Druddigon/,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",4185,266 in stock
Golett,£89.00,https://scrapeme.live/wp-content/uploads/2018/08/622-350x350.png,https://scrapeme.live/shop/Golett/,Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.,8500,274 in stock
Golurk,£74.00,https://scrapeme.live/wp-content/uploads/2018/08/623-350x350.png,https://scrapeme.live/shop/Golurk/,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,5196,133 in stock
Pawniard,£37.00,https://scrapeme.live/wp-content/uploads/2018/08/624-350x350.png,https://scrapeme.live/shop/Pawniard/,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.",3172,58 in stock
Bisharp,£129.00,https://scrapeme.live/wp-content/uploads/2018/08/625-350x350.png,https://scrapeme.live/shop/Bisharp/,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,8828,255 in stock
Bouffalant,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/626-350x350.png,https://scrapeme.live/shop/Bouffalant/,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",5666,201 in stock
Rufflet,£60.00,https://scrapeme.live/wp-content/uploads/2018/08/627-350x350.png,https://scrapeme.live/shop/Rufflet/,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.",8587,194 in stock
Braviary,£83.00,https://scrapeme.live/wp-content/uploads/2018/08/628-350x350.png,https://scrapeme.live/shop/Braviary/,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,1770,262 in stock
Vullaby,£61.00,https://scrapeme.live/wp-content/uploads/2018/08/629-350x350.png,https://scrapeme.live/shop/Vullaby/,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,8446,16 in stock
Mandibuzz,£89.00,https://scrapeme.live/wp-content/uploads/2018/08/630-350x350.png,https://scrapeme.live/shop/Mandibuzz/,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.",7635,296 in stock
Heatmor,£81.00,https://scrapeme.live/wp-content/uploads/2018/08/631-350x350.png,https://scrapeme.live/shop/Heatmor/,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.",5965,299 in stock
Durant,£28.00,https://scrapeme.live/wp-content/uploads/2018/08/632-350x350.png,https://scrapeme.live/shop/Durant/,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",2490,272 in stock
Deino,£63.00,https://scrapeme.live/wp-content/uploads/2018/08/633-350x350.png,https://scrapeme.live/shop/Deino/,"Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.",8088,40 in stock
Zweilous,£199.00,https://scrapeme.live/wp-content/uploads/2018/08/634-350x350.png,https://scrapeme.live/shop/Zweilous/,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",6661,69 in stock
Hydreigon,£86.00,https://scrapeme.live/wp-content/uploads/2018/08/635-350x350.png,https://scrapeme.live/shop/Hydreigon/,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",9310,299 in stock
Volcarona,£94.00,https://scrapeme.live/wp-content/uploads/2018/08/637-350x350.png,https://scrapeme.live/shop/Volcarona/,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",6817,57 in stock
Cobalion,£111.00,https://scrapeme.live/wp-content/uploads/2018/08/638-350x350.png,https://scrapeme.live/shop/Cobalion/,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,5798,94 in stock
Terrakion,£87.00,https://scrapeme.live/wp-content/uploads/2018/08/639-350x350.png,https://scrapeme.live/shop/Terrakion/,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",1701,136 in stock
Virizion,£156.00,https://scrapeme.live/wp-content/uploads/2018/08/640-350x350.png,https://scrapeme.live/shop/Virizion/,Legends say this Pokémon confounded opponents with its swift movements.,7907,161 in stock
Reshiram,£147.00,https://scrapeme.live/wp-content/uploads/2018/08/643-350x350.png,https://scrapeme.live/shop/Reshiram/,"When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.",6531,235 in stock
Zekrom,£135.00,https://scrapeme.live/wp-content/uploads/2018/08/644-350x350.png,https://scrapeme.live/shop/Zekrom/,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",8154,253 in stock
Genesect,£173.00,https://scrapeme.live/wp-content/uploads/2018/08/649-350x350.png,https://scrapeme.live/shop/Genesect/,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,4041,30 in stock
Chespin,£185.00,https://scrapeme.live/wp-content/uploads/2018/08/650-350x350.png,https://scrapeme.live/shop/Chespin/,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,2048,267 in stock
Quilladin,£161.00,https://scrapeme.live/wp-content/uploads/2018/08/651-350x350.png,https://scrapeme.live/shop/Quilladin/,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,7500,61 in stock
Chesnaught,£96.00,https://scrapeme.live/wp-content/uploads/2018/08/652-350x350.png,https://scrapeme.live/shop/Chesnaught/,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",5360,145 in stock
Fennekin,£123.00,https://scrapeme.live/wp-content/uploads/2018/08/653-350x350.png,https://scrapeme.live/shop/Fennekin/,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",1069,183 in stock
Braixen,£59.00,https://scrapeme.live/wp-content/uploads/2018/08/654-350x350.png,https://scrapeme.live/shop/Braixen/,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",6617,71 in stock
Delphox,£170.00,https://scrapeme.live/wp-content/uploads/2018/08/655-350x350.png,https://scrapeme.live/shop/Delphox/,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.",3188,146 in stock
Froakie,£38.00,https://scrapeme.live/wp-content/uploads/2018/08/656-350x350.png,https://scrapeme.live/shop/Froakie/,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",8475,143 in stock
Frogadier,£125.00,https://scrapeme.live/wp-content/uploads/2018/08/657-350x350.png,https://scrapeme.live/shop/Frogadier/,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.",4488,58 in stock
Greninja,£42.00,https://scrapeme.live/wp-content/uploads/2018/08/658-350x350.png,https://scrapeme.live/shop/Greninja/,"It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.",1004,213 in stock
Bunnelby,£66.00,https://scrapeme.live/wp-content/uploads/2018/08/659-350x350.png,https://scrapeme.live/shop/Bunnelby/,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,1862,194 in stock
Fletchling,£43.00,https://scrapeme.live/wp-content/uploads/2018/08/661-350x350.png,https://scrapeme.live/shop/Fletchling/,"Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.",6897,127 in stock
Fletchinder,£147.00,https://scrapeme.live/wp-content/uploads/2018/08/662-350x350.png,https://scrapeme.live/shop/Fletchinder/,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.",9413,36 in stock
Talonflame,£84.00,https://scrapeme.live/wp-content/uploads/2018/08/663-350x350.png,https://scrapeme.live/shop/Talonflame/,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.",6530,205 in stock
Scatterbug,£40.00,https://scrapeme.live/wp-content/uploads/2018/08/664-350x350.png,https://scrapeme.live/shop/Scatterbug/,"The powder that covers its body regulates its temperature, so it can live in any region or climate.",5928,50 in stock
Spewpa,£155.00,https://scrapeme.live/wp-content/uploads/2018/08/665-350x350.png,https://scrapeme.live/shop/Spewpa/,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.",2784,168 in stock
Vivillon,£177.00,https://scrapeme.live/wp-content/uploads/2018/08/666-350x350.png,https://scrapeme.live/shop/Vivillon/,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,9125,208 in stock
Litleo,£34.00,https://scrapeme.live/wp-content/uploads/2018/08/667-350x350.png,https://scrapeme.live/shop/Litleo/,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,5074,288 in stock
Pyroar,£127.00,https://scrapeme.live/wp-content/uploads/2018/08/668-350x350.png,https://scrapeme.live/shop/Pyroar/,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",5896,38 in stock
Flabebe,£79.00,https://scrapeme.live/wp-content/uploads/2018/08/669-350x350.png,https://scrapeme.live/shop/Flabebe/,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.",1253,24 in stock
Floette,£149.00,https://scrapeme.live/wp-content/uploads/2018/08/670-350x350.png,https://scrapeme.live/shop/Floette/,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.",4585,270 in stock
Florges,£93.00,https://scrapeme.live/wp-content/uploads/2018/08/671-350x350.png,https://scrapeme.live/shop/Florges/,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",9793,25 in stock
Skiddo,£129.00,https://scrapeme.live/wp-content/uploads/2018/08/672-350x350.png,https://scrapeme.live/shop/Skiddo/,"If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.",5049,271 in stock
Gogoat,£97.00,https://scrapeme.live/wp-content/uploads/2018/08/673-350x350.png,https://scrapeme.live/shop/Gogoat/,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,6039,104 in stock
Pangoro,£76.00,https://scrapeme.live/wp-content/uploads/2018/08/675-350x350.png,https://scrapeme.live/shop/Pangoro/,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.",3178,271 in stock
Furfrou,£165.00,https://scrapeme.live/wp-content/uploads/2018/08/676-350x350.png,https://scrapeme.live/shop/Furfrou/,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.",6858,180 in stock
Espurr,£149.00,https://scrapeme.live/wp-content/uploads/2018/08/677-350x350.png,https://scrapeme.live/shop/Espurr/,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.",6882,169 in stock
Honedge,£101.00,https://scrapeme.live/wp-content/uploads/2018/08/679-350x350.png,https://scrapeme.live/shop/Honedge/,"If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.",2418,101 in stock
Doublade,£164.00,https://scrapeme.live/wp-content/uploads/2018/08/680-350x350.png,https://scrapeme.live/shop/Doublade/,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.",3642,144 in stock
Spritzee,£58.00,https://scrapeme.live/wp-content/uploads/2018/08/682-350x350.png,https://scrapeme.live/shop/Spritzee/,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",7207,241 in stock
Aromatisse,£194.00,https://scrapeme.live/wp-content/uploads/2018/08/683-350x350.png,https://scrapeme.live/shop/Aromatisse/,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",7781,198 in stock
Swirlix,£90.00,https://scrapeme.live/wp-content/uploads/2018/08/684-350x350.png,https://scrapeme.live/shop/Swirlix/,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",1694,129 in stock
Slurpuff,£66.00,https://scrapeme.live/wp-content/uploads/2018/08/685-350x350.png,https://scrapeme.live/shop/Slurpuff/,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",1013,262 in stock
Inkay,£38.00,https://scrapeme.live/wp-content/uploads/2018/08/686-350x350.png,https://scrapeme.live/shop/Inkay/,"It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.",5522,167 in stock
Malamar,£58.00,https://scrapeme.live/wp-content/uploads/2018/08/687-350x350.png,https://scrapeme.live/shop/Malamar/,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",8034,294 in stock
Binacle,£102.00,https://scrapeme.live/wp-content/uploads/2018/08/688-350x350.png,https://scrapeme.live/shop/Binacle/,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",2430,143 in stock
Barbaracle,£165.00,https://scrapeme.live/wp-content/uploads/2018/08/689-350x350.png,https://scrapeme.live/shop/Barbaracle/,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",2186,123 in stock
Skrelp,£63.00,https://scrapeme.live/wp-content/uploads/2018/08/690-350x350.png,https://scrapeme.live/shop/Skrelp/,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,4439,184 in stock
Dragalge,£151.00,https://scrapeme.live/wp-content/uploads/2018/08/691-350x350.png,https://scrapeme.live/shop/Dragalge/,"Tales are told of ships that wander into seas where Dragalge live, never to return.",8707,254 in stock
Clauncher,£29.00,https://scrapeme.live/wp-content/uploads/2018/08/692-350x350.png,https://scrapeme.live/shop/Clauncher/,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",3133,152 in stock
Clawitzer,£69.00,https://scrapeme.live/wp-content/uploads/2018/08/693-350x350.png,https://scrapeme.live/shop/Clawitzer/,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",1535,65 in stock
Helioptile,£62.00,https://scrapeme.live/wp-content/uploads/2018/08/694-350x350.png,https://scrapeme.live/shop/Helioptile/,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,3461,126 in stock
Heliolisk,£83.00,https://scrapeme.live/wp-content/uploads/2018/08/695-350x350.png,https://scrapeme.live/shop/Heliolisk/,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",3157,43 in stock
Tyrunt,£62.00,https://scrapeme.live/wp-content/uploads/2018/08/696-350x350.png,https://scrapeme.live/shop/Tyrunt/,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,6058,148 in stock
Tyrantrum,£26.00,https://scrapeme.live/wp-content/uploads/2018/08/697-350x350.png,https://scrapeme.live/shop/Tyrantrum/,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.",2750,58 in stock
